step,lane,answer_ce,answer_acc,tail_gate,fill_gate
700,kimi,2.11364,0.03125,0,0
700,srd,2.08865,0.21875,0.863679,0.844757
700,srd_f,2.1104,0.03125,0.635035,0.633132
725,exact,2.19339,0.125,0,0
725,kimi,2.17651,0.125,0,0
725,srd,2.29252,0.03125,0.77565,0.792876
725,srd_f,2.18877,0.125,0.634241,0.625748
750,exact,2.14846,0.09375,0,0
750,kimi,2.16319,0.09375,0,0
750,srd,2.18379,0.03125,0.735808,0.733378
750,srd_f,2.15464,0.03125,0.667611,0.660356
775,exact,2.14745,0.125,0,0
775,kimi,2.15442,0.125,0,0
775,srd,2.1326,0.09375,0.689327,0.673918
775,srd_f,2.1587,0.125,0.671757,0.667589
800,exact,2.1302,0.1875,0,0
800,kimi,2.1314,0.1875,0,0
800,srd,2.13864,0.1875,0.639241,0.619713
800,srd_f,2.13225,0.1875,0.636994,0.631408
825,exact,2.11706,0.09375,0,0
825,kimi,2.12353,0.09375,0,0
825,srd,2.12484,0.09375,0.614121,0.576719
825,srd_f,2.15037,0.09375,0.651671,0.646718
850,exact,2.12334,0.125,0,0
850,kimi,2.12178,0.125,0,0
850,srd,2.11685,0.125,0.582462,0.537602
850,srd_f,2.11146,0.21875,0.84341,0.850554
875,exact,2.08855,0.125,0,0
875,kimi,2.09036,0.125,0,0
875,srd,2.08971,0.125,0.549452,0.501142
875,srd_f,2.0943,0.125,0.768235,0.765372
900,exact,2.09439,0.09375,0,0
900,kimi,2.09323,0.09375,0,0
900,srd,2.09128,0.09375,0.518549,0.47054
900,srd_f,2.09694,0.09375,0.683452,0.681667
925,exact,2.1194,0.125,0,0
925,kimi,2.11567,0.125,0,0
925,srd,2.11733,0.125,0.492323,0.443413
925,srd_f,2.12876,0.125,0.629807,0.640833
950,exact,2.18579,0.03125,0,0
950,kimi,2.20022,0.03125,0,0
950,srd,2.18174,0.03125,0.469487,0.420626
950,srd_f,2.18506,0.03125,0.607116,0.619952
975,exact,2.13676,0.0625,0,0
975,kimi,2.14294,0.0625,0,0
975,srd,2.13725,0.0625,0.45066,0.400429
975,srd_f,2.14632,0.0625,0.617301,0.612312
1000,exact,2.0929,0.21875,0,0
1000,kimi,2.08814,0.21875,0,0
1000,srd,2.09169,0.21875,0.438258,0.381844
1000,srd_f,2.09284,0.21875,0.612861,0.602763
1025,exact,2.13169,0.0625,0,0
1025,kimi,2.13702,0.0625,0,0
1025,srd,2.13178,0.0625,0.423346,0.366539
1025,srd_f,2.13859,0.0625,0.587427,0.598743
1050,exact,2.13909,0.09375,0,0
1050,kimi,2.1314,0.09375,0,0
1050,srd,2.12721,0.03125,0.411859,0.352062
1050,srd_f,2.1357,0.03125,0.608588,0.593434
1075,exact,2.22015,0.03125,0,0
1075,kimi,2.2316,0.03125,0,0
1075,srd,2.22226,0.03125,0.401807,0.340561
1075,srd_f,2.2373,0.03125,0.594595,0.591069
1100,exact,2.17923,0.0625,0,0
1100,kimi,2.18193,0.0625,0,0
1100,srd,2.1792,0.0625,0.395227,0.330782
1100,srd_f,2.18113,0.0625,0.571751,0.590542
1125,exact,2.07909,0.15625,0,0
1125,kimi,2.07885,0.15625,0,0
1125,srd,2.08054,0.15625,0.3827,0.321667
1125,srd_f,2.08218,0.15625,0.593809,0.584552
1150,exact,2.15266,0.09375,0,0
1150,kimi,2.1512,0.09375,0,0
1150,srd,2.15044,0.09375,0.377055,0.31436
1150,srd_f,2.1787,0.09375,0.571938,0.583039
1175,exact,2.11163,0.0625,0,0
1175,kimi,2.11395,0.0625,0,0
1175,srd,2.11348,0.0625,0.369496,0.308712
1175,srd_f,2.10806,0.0625,0.577483,0.579878
1200,exact,2.07291,0.125,0,0
1200,kimi,2.07734,0.125,0,0
1200,srd,2.0737,0.125,0.361681,0.305848
1200,srd_f,2.07833,0.125,0.58313,0.578821
1225,exact,2.06716,0.21875,0,0
1225,kimi,2.06514,0.21875,0,0
1225,srd,2.06738,0.21875,0.352236,0.3022
1225,srd_f,2.06567,0.1875,0.574955,0.575511
1250,exact,2.11927,0.15625,0,0
1250,kimi,2.12054,0.15625,0,0
1250,srd,2.12004,0.15625,0.349565,0.300419
1250,srd_f,2.12445,0.15625,0.665672,0.657602
1275,exact,2.08385,0.125,0,0
1275,kimi,2.08592,0.125,0,0
1275,srd,2.08444,0.125,0.342487,0.299247
1275,srd_f,2.08118,0.125,0.594739,0.580725
1300,exact,2.05862,0.15625,0,0
1300,kimi,2.05626,0.15625,0,0
1300,srd,2.05566,0.15625,0.336931,0.293574
1300,srd_f,2.05764,0.1875,0.546458,0.573915
1325,exact,2.16419,0.0625,0,0
1325,kimi,2.16362,0.0625,0,0
1325,srd,2.16439,0.0625,0.330259,0.293938
1325,srd_f,2.16983,0.0625,0.566954,0.568715
1350,exact,2.21878,0.125,0,0
1350,kimi,2.22164,0.125,0,0
1350,srd,2.22172,0.125,0.325192,0.289921
1350,srd_f,2.21786,0.125,0.56919,0.566657
1375,exact,2.1082,0.125,0,0
1375,kimi,2.10839,0.125,0,0
1375,srd,2.10921,0.125,0.3204,0.288657
1375,srd_f,2.09728,0.125,0.565854,0.566214
1400,exact,2.09223,0.125,0,0
1400,kimi,2.08791,0.125,0,0
1400,srd,2.08937,0.125,0.314968,0.287949
1400,srd_f,2.08455,0.125,0.569384,0.56598
1425,exact,2.18103,0.03125,0,0
1425,kimi,2.17732,0.03125,0,0
1425,srd,2.17947,0.03125,0.310509,0.287737
1425,srd_f,2.1757,0.125,0.589017,0.564432
1450,exact,2.09757,0.0625,0,0
1450,kimi,2.10439,0.0625,0,0
1450,srd,2.10427,0.0625,0.305666,0.286539
1450,srd_f,2.13349,0.125,0.565341,0.566007
1475,exact,2.18354,0.03125,0,0
1475,kimi,2.18242,0.03125,0,0
1475,srd,2.1837,0.03125,0.301639,0.285551
1475,srd_f,2.13084,0.125,0.59263,0.562256
1500,exact,2.05039,0.1875,0,0
1500,kimi,2.05536,0.1875,0,0
1500,srd,2.05289,0.1875,0.298379,0.286271
1500,srd_f,2.0267,0.1875,0.569233,0.562414
1525,exact,2.07566,0.1875,0,0
1525,kimi,2.07273,0.1875,0,0
1525,srd,2.07691,0.1875,0.295495,0.283691
1525,srd_f,2.06878,0.1875,0.554679,0.558479
1550,exact,2.07449,0.21875,0,0
1550,kimi,2.07654,0.21875,0,0
1550,srd,2.07779,0.21875,0.291854,0.283475
1550,srd_f,2.02453,0.25,0.568882,0.566264
1575,exact,2.10484,0.125,0,0
1575,kimi,2.10654,0.125,0,0
1575,srd,2.10728,0.125,0.289794,0.282216
1575,srd_f,2.07632,0.15625,0.571572,0.564226
1600,exact,2.18297,0.0625,0,0
1600,kimi,2.1831,0.0625,0,0
1600,srd,2.18472,0.0625,0.288274,0.283184
1600,srd_f,2.14875,0.09375,0.577986,0.568797
1625,exact,2.1377,0.09375,0,0
1625,kimi,2.13836,0.09375,0,0
1625,srd,2.14049,0.09375,0.286814,0.282212
1625,srd_f,2.13952,0.09375,0.569178,0.567578
1650,exact,2.134,0.09375,0,0
1650,kimi,2.13435,0.09375,0,0
1650,srd,2.13646,0.09375,0.285471,0.281842
1650,srd_f,2.34615,0.09375,0.842595,0.832723
1675,exact,4.04328,0.125,0,0
1675,kimi,2.13702,0.0625,0,0
1675,srd,2.1385,0.0625,0.284657,0.281053
1675,srd_f,2.12873,0.0625,0.75449,0.753985
1700,exact,2.16823,0.09375,0,0
1700,kimi,2.10153,0.09375,0,0
1700,srd,2.10302,0.09375,0.283796,0.281642
1700,srd_f,2.11204,0.09375,0.732699,0.731151
1725,exact,2.19786,0.0625,0,0
1725,kimi,2.14748,0.21875,0,0
1725,srd,2.14879,0.21875,0.28292,0.27991
1725,srd_f,2.14935,0.125,0.657118,0.648522
1750,exact,2.0636,0.09375,0,0
1750,kimi,2.06755,0.15625,0,0
1750,srd,2.06757,0.15625,0.28198,0.27984
1750,srd_f,2.06001,0.125,0.614709,0.607814
1775,exact,2.07282,0.21875,0,0
1775,kimi,2.05203,0.21875,0,0
1775,srd,2.0539,0.21875,0.28137,0.279501
1775,srd_f,2.05899,0.21875,0.585837,0.588978
1800,exact,2.19722,0.03125,0,0
1800,kimi,2.21812,0.03125,0,0
1800,srd,2.21815,0.03125,0.281507,0.279817
1800,srd_f,2.2366,0.03125,0.576568,0.577115
1825,exact,2.07625,0.21875,0,0
1825,kimi,2.06767,0.1875,0,0
1825,srd,2.07019,0.1875,0.280133,0.280248
1825,srd_f,2.05786,0.1875,0.557674,0.571253
1850,exact,2.13664,0.125,0,0
1850,kimi,2.14833,0.125,0,0
1850,srd,2.14743,0.125,0.279858,0.278924
1850,srd_f,2.1309,0.125,0.567291,0.566146
1875,exact,2.10579,0.0625,0,0
1875,kimi,2.10718,0.0625,0,0
1875,srd,2.10857,0.0625,0.279216,0.27888
1875,srd_f,2.09087,0.0625,0.571304,0.568523
1900,exact,2.12947,0.0625,0,0
1900,kimi,2.13324,0.0625,0,0
1900,srd,2.13365,0.0625,0.27818,0.279352
1900,srd_f,2.11635,0.15625,0.57731,0.574773
1925,exact,2.08305,0.15625,0,0
1925,kimi,2.08638,0.15625,0,0
1925,srd,2.0864,0.15625,0.27847,0.278773
1925,srd_f,2.05681,0.15625,0.558123,0.561606
1950,exact,2.0509,0.15625,0,0
1950,kimi,2.04854,0.15625,0,0
1950,srd,2.04741,0.15625,0.277348,0.277669
1950,srd_f,2.01538,0.15625,0.557743,0.555477
1975,exact,2.10896,0.0625,0,0
1975,kimi,2.10773,0.0625,0,0
1975,srd,2.10691,0.0625,0.277462,0.27798
1975,srd_f,2.10629,0.0625,0.560967,0.558414
2000,exact,2.08804,0.1875,0,0
2000,kimi,2.08642,0.1875,0,0
2000,srd,2.08745,0.1875,0.277521,0.279479
2000,srd_f,2.0548,0.1875,0.556533,0.550429
2025,exact,2.16036,0.1875,0,0
2025,kimi,2.16419,0.1875,0,0
2025,srd,2.16515,0.1875,0.276689,0.278519
2025,srd_f,2.09956,0.125,0.540846,0.556255
2050,exact,2.05041,0.15625,0,0
2050,kimi,2.06118,0.15625,0,0
2050,srd,2.05223,0.21875,0.275951,0.276676
2050,srd_f,2.01326,0.1875,0.550323,0.550427
2075,exact,2.11096,0.125,0,0
2075,kimi,2.11668,0.125,0,0
2075,srd,2.11974,0.125,0.276981,0.277231
2075,srd_f,2.10074,0.125,0.602337,0.602433
2100,exact,2.05928,0.15625,0,0
2100,kimi,2.06802,0.15625,0,0
2100,srd,2.06004,0.15625,0.275763,0.276699
2100,srd_f,2.13822,0.15625,0.57218,0.579493
2125,exact,2.15459,0.09375,0,0
2125,kimi,2.1365,0.09375,0,0
2125,srd,2.15038,0.09375,0.275873,0.277834
2125,srd_f,2.1275,0.09375,0.549516,0.558904
2150,exact,2.12897,0.0625,0,0
2150,kimi,2.11802,0.0625,0,0
2150,srd,2.12678,0.0625,0.276184,0.277435
2150,srd_f,2.10451,0.0625,0.548112,0.557174
2175,exact,2.11904,0.0625,0,0
2175,kimi,2.11493,0.0625,0,0
2175,srd,2.11041,0.0625,0.275515,0.277573
2175,srd_f,2.10329,0.0625,0.557402,0.558765
2200,exact,2.11597,0.09375,0,0
2200,kimi,2.11937,0.09375,0,0
2200,srd,2.11853,0.09375,0.275372,0.276531
2200,srd_f,2.12478,0.09375,0.530953,0.545901
2225,exact,2.15862,0.09375,0,0
2225,kimi,2.15507,0.0625,0,0
2225,srd,2.15586,0.09375,0.275282,0.278413
2225,srd_f,2.13247,0.1875,0.545003,0.538953
2250,exact,2.08941,0.125,0,0
2250,kimi,2.08916,0.125,0,0
2250,srd,2.08971,0.125,0.27494,0.276901
2250,srd_f,2.07789,0.125,0.545238,0.537758
2275,exact,2.14958,0.125,0,0
2275,kimi,2.13038,0.09375,0,0
2275,srd,2.13588,0.09375,0.275117,0.276912
2275,srd_f,2.10541,0.0625,0.549503,0.537486
2300,exact,2.1027,0.1875,0,0
2300,kimi,2.10122,0.1875,0,0
2300,srd,2.09938,0.1875,0.275224,0.276853
2300,srd_f,2.08193,0.1875,0.530889,0.53768
2325,exact,2.10564,0.1875,0,0
2325,kimi,2.09753,0.1875,0,0
2325,srd,2.09999,0.1875,0.274993,0.276926
2325,srd_f,2.05856,0.21875,0.536277,0.537672
2350,exact,2.03599,0.21875,0,0
2350,kimi,2.03492,0.21875,0,0
2350,srd,2.03567,0.21875,0.274263,0.276483
2350,srd_f,2.03634,0.21875,0.534745,0.538931
2375,exact,2.11158,0.125,0,0
2375,kimi,2.1093,0.125,0,0
2375,srd,2.10673,0.125,0.273895,0.277247
2375,srd_f,2.0548,0.125,0.525002,0.536116
2400,exact,2.06785,0.21875,0,0
2400,kimi,2.06755,0.21875,0,0
2400,srd,2.06833,0.21875,0.274089,0.277635
2400,srd_f,1.97906,0.25,0.561547,0.537556
2425,exact,2.11806,0.125,0,0
2425,kimi,2.11899,0.125,0,0
2425,srd,2.12019,0.125,0.274294,0.276918
2425,srd_f,2.04845,0.125,0.522466,0.535377
2450,exact,2.18446,0.03125,0,0
2450,kimi,2.18652,0.03125,0,0
2450,srd,2.18661,0.03125,0.273315,0.276835
2450,srd_f,2.07762,0.15625,0.541676,0.534279
2475,exact,2.07166,0.125,0,0
2475,kimi,2.06647,0.15625,0,0
2475,srd,2.06612,0.15625,0.27361,0.277585
2475,srd_f,1.99837,0.15625,0.521,0.530401
2500,exact,2.06427,0.1875,0,0
2500,kimi,2.06032,0.21875,0,0
2500,srd,2.06183,0.21875,0.273816,0.276706
2500,srd_f,2.01182,0.21875,0.533647,0.531395
2525,exact,2.07381,0.1875,0,0
2525,kimi,2.0672,0.1875,0,0
2525,srd,2.06834,0.1875,0.27394,0.276071
2525,srd_f,1.98842,0.15625,0.545201,0.533686
2550,exact,2.13366,0.125,0,0
2550,kimi,2.13767,0.125,0,0
2550,srd,2.13845,0.125,0.272921,0.276073
2550,srd_f,1.99496,0.125,0.525758,0.530854
2575,exact,2.07737,0.1875,0,0
2575,kimi,2.07349,0.1875,0,0
2575,srd,2.07279,0.1875,0.273008,0.276915
2575,srd_f,2.14995,0.1875,0.525292,0.53257
2600,exact,2.14912,0.125,0,0
2600,kimi,2.1433,0.125,0,0
2600,srd,2.14856,0.125,0.272922,0.276353
2600,srd_f,2.06816,0.125,0.528117,0.529184
2625,exact,2.10491,0.15625,0,0
2625,kimi,2.10205,0.09375,0,0
2625,srd,2.10341,0.15625,0.272896,0.275723
2625,srd_f,2.05741,0.125,0.534949,0.527415
2650,exact,2.11861,0.1875,0,0
2650,kimi,2.11141,0.1875,0,0
2650,srd,2.11161,0.1875,0.273154,0.276445
2650,srd_f,2.00192,0.15625,0.52618,0.526096
2675,exact,2.22497,0.03125,0,0
2675,kimi,2.21811,0.03125,0,0
2675,srd,2.21939,0.03125,0.27299,0.276674
2675,srd_f,2.12672,0.15625,0.540141,0.525225
2700,exact,2.06857,0.1875,0,0
2700,kimi,2.0668,0.1875,0,0
2700,srd,2.06644,0.1875,0.272583,0.276295
2700,srd_f,1.97283,0.1875,0.519105,0.526598
2725,exact,2.10685,0.0625,0,0
2725,kimi,2.10331,0.0625,0,0
2725,srd,2.10336,0.0625,0.272871,0.275592
2725,srd_f,2.1068,0.0625,0.513115,0.52801
2750,exact,2.10037,0.03125,0,0
2750,kimi,2.09444,0.03125,0,0
2750,srd,2.09607,0.03125,0.272518,0.27582
2750,srd_f,1.96877,0.1875,0.538819,0.523513
2775,exact,2.08049,0.15625,0,0
2775,kimi,2.08026,0.15625,0,0
2775,srd,2.08114,0.15625,0.272909,0.276055
2775,srd_f,1.99172,0.1875,0.534267,0.524333
2800,exact,2.16825,0.125,0,0
2800,kimi,2.17296,0.125,0,0
2800,srd,2.17043,0.125,0.272832,0.276272
2800,srd_f,2.13925,0.125,0.533709,0.52417
2825,exact,2.14737,0.09375,0,0
2825,kimi,2.14789,0.09375,0,0
2825,srd,2.14746,0.09375,0.272984,0.276394
2825,srd_f,1.97833,0.21875,0.524076,0.524584
2850,exact,2.13748,0.125,0,0
2850,kimi,2.13348,0.125,0,0
2850,srd,2.13602,0.125,0.272563,0.275106
2850,srd_f,2.0324,0.15625,0.512174,0.525707
2875,exact,2.06007,0.21875,0,0
2875,kimi,2.05953,0.21875,0,0
2875,srd,2.05845,0.21875,0.272361,0.275446
2875,srd_f,1.95197,0.3125,0.513969,0.521572
2900,exact,2.10346,0.15625,0,0
2900,kimi,2.10713,0.15625,0,0
2900,srd,2.10975,0.15625,0.273135,0.275444
2900,srd_f,2.0456,0.21875,0.529977,0.52142
2925,exact,2.18102,0.1875,0,0
2925,kimi,2.18217,0.1875,0,0
2925,srd,2.17677,0.1875,0.272577,0.275488
2925,srd_f,2.0437,0.15625,0.52288,0.523106
2950,exact,2.06247,0.21875,0,0
2950,kimi,2.07387,0.21875,0,0
2950,srd,2.07157,0.21875,0.27237,0.275798
2950,srd_f,1.9971,0.28125,0.517537,0.520359
2975,exact,2.14354,0.0625,0,0
2975,kimi,2.14189,0.0625,0,0
2975,srd,2.14447,0.0625,0.272467,0.275926
2975,srd_f,1.94562,0.15625,0.532891,0.53431
3000,exact,2.056,0.1875,0,0
3000,kimi,2.05021,0.1875,0,0
3000,srd,2.04957,0.1875,0.272903,0.276794
3000,srd_f,1.86695,0.21875,0.538776,0.523582
