step,lane,answer_ce,answer_acc,tail_gate,fill_gate
750,srd_f,4.19046,0,0.702216,0.690006
775,exact,4.10217,0.0625,0,0
775,kimi,4.11026,0.0625,0,0
775,srd,4.10835,0.0625,0.570919,0.282559
775,srd_f,4.11897,0.0625,0.689267,0.685295
800,exact,4.1743,0,0,0
800,kimi,4.19471,0.03125,0,0
800,srd,4.18701,0.03125,0.535355,0.28375
800,srd_f,4.1973,0.03125,0.685229,0.686335
825,exact,4.14303,0.03125,0,0
825,kimi,4.16212,0.03125,0,0
825,srd,4.16431,0.03125,0.489796,0.283855
825,srd_f,4.16219,0.03125,0.670395,0.681139
850,exact,4.15445,0.03125,0,0
850,kimi,4.1753,0,0,0
850,srd,4.17625,0,0.467663,0.282595
850,srd_f,4.17881,0,0.672848,0.679641
875,exact,4.15702,0,0,0
875,kimi,4.16349,0,0,0
875,srd,4.16435,0,0.43235,0.281376
875,srd_f,4.16986,0,0.691028,0.678184
900,exact,4.17571,0.03125,0,0
900,kimi,4.17958,0.03125,0,0
900,srd,4.18361,0.03125,0.423234,0.28137
900,srd_f,4.18542,0.03125,0.666342,0.673155
925,exact,4.19594,0,0,0
925,kimi,4.19988,0,0,0
925,srd,4.20389,0,0.400595,0.282747
925,srd_f,4.19961,0,0.660358,0.673997
950,exact,4.17836,0.03125,0,0
950,kimi,4.19082,0.0625,0,0
950,srd,4.18029,0.03125,0.393781,0.2825
950,srd_f,4.1857,0.03125,0.703471,0.701005
975,exact,4.21626,0,0,0
975,kimi,4.24697,0,0,0
975,srd,4.24418,0,0.371073,0.282341
975,srd_f,4.2511,0,0.692678,0.705691
1000,exact,4.15091,0,0,0
1000,kimi,4.16591,0,0,0
1000,srd,4.17318,0,0.347907,0.280662
1000,srd_f,4.17958,0,0.66661,0.675543
1025,exact,4.20474,0,0,0
1025,kimi,4.21991,0,0,0
1025,srd,4.22516,0,0.330203,0.281563
1025,srd_f,4.22962,0,0.662566,0.668256
1050,exact,4.23964,0,0,0
1050,kimi,4.24075,0,0,0
1050,srd,4.23487,0,0.335623,0.281809
1050,srd_f,4.24252,0,0.659809,0.667082
1075,exact,4.17548,0,0,0
1075,kimi,4.19665,0,0,0
1075,srd,4.19171,0,0.329941,0.280883
1075,srd_f,4.1978,0,0.644805,0.66532
1100,exact,4.28333,0,0,0
1100,kimi,4.19607,0.03125,0,0
1100,srd,4.19482,0.03125,0.315184,0.28173
1100,srd_f,4.20065,0.03125,0.662141,0.664271
1125,exact,4.25382,0,0,0
1125,kimi,4.24535,0,0,0
1125,srd,4.24163,0,0.307417,0.279993
1125,srd_f,4.25018,0,0.665037,0.662639
1150,exact,4.18933,0.0625,0,0
1150,kimi,4.18893,0.0625,0,0
1150,srd,4.18296,0.0625,0.304601,0.281171
1150,srd_f,4.19249,0.0625,0.668203,0.662458
1175,exact,4.21175,0,0,0
1175,kimi,4.21116,0.03125,0,0
1175,srd,4.21064,0.03125,0.294848,0.282404
1175,srd_f,4.21528,0.03125,0.653662,0.659881
1200,exact,4.25155,0,0,0
1200,kimi,4.24955,0,0,0
1200,srd,4.24707,0,0.289485,0.280608
1200,srd_f,4.25496,0,0.671214,0.658496
1225,exact,4.25694,0,0,0
1225,kimi,4.25862,0,0,0
1225,srd,4.26155,0,0.286731,0.280667
1225,srd_f,4.26658,0,0.652477,0.659897
1250,exact,4.21328,0.03125,0,0
1250,kimi,4.20743,0.03125,0,0
1250,srd,4.21894,0,0.294447,0.279214
1250,srd_f,4.20747,0.03125,0.66716,0.666812
1275,exact,4.10754,0.03125,0,0
1275,kimi,4.08953,0.03125,0,0
1275,srd,4.09653,0.03125,0.3023,0.281886
1275,srd_f,4.09205,0.03125,0.659729,0.654709
1300,exact,4.12976,0.03125,0,0
1300,kimi,4.12228,0.03125,0,0
1300,srd,4.12301,0.03125,0.299133,0.279681
1300,srd_f,4.12395,0.03125,0.668272,0.666451
1325,exact,4.13778,0,0,0
1325,kimi,4.13812,0,0,0
1325,srd,4.14533,0,0.291073,0.281643
1325,srd_f,4.14287,0,0.648709,0.652983
1350,exact,4.20061,0,0,0
1350,kimi,4.18587,0,0,0
1350,srd,4.19283,0,0.311983,0.280008
1350,srd_f,4.19712,0,0.68374,0.667623
1375,exact,4.22706,0,0,0
1375,kimi,4.22594,0,0,0
1375,srd,4.22648,0,0.305696,0.2821
1375,srd_f,4.22732,0,0.655943,0.651972
1400,exact,4.15993,0.0625,0,0
1400,kimi,4.14699,0.0625,0,0
1400,srd,4.15337,0.0625,0.285194,0.280037
1400,srd_f,4.16273,0.0625,0.6682,0.664686
1425,exact,4.17017,0.03125,0,0
1425,kimi,4.17206,0.03125,0,0
1425,srd,4.1788,0.03125,0.284184,0.279191
1425,srd_f,4.18357,0,0.680657,0.682813
1450,exact,4.22953,0,0,0
1450,kimi,4.23012,0,0,0
1450,srd,4.23201,0,0.282223,0.280016
1450,srd_f,4.24014,0,0.631975,0.649393
1475,exact,4.19832,0.03125,0,0
1475,kimi,4.18853,0.03125,0,0
1475,srd,4.19643,0.03125,0.281194,0.27972
1475,srd_f,4.19318,0.03125,0.633281,0.632991
1500,exact,4.1619,0.03125,0,0
1500,kimi,4.14956,0.03125,0,0
1500,srd,4.16131,0,0.281218,0.280541
1500,srd_f,4.25468,0,0.850289,0.847878
